OrderID,TimestampMin,ItemID,Aisle,Category,AisleLocation
ORDER0183,660.71,ITEM5952,Aisle-20,Home,59
ORDER0184,662.17,ITEM7552,Aisle-5,Books,14
ORDER0184,662.17,ITEM12299,Aisle-9,Home,26
ORDER0185,663.04,ITEM9409,Aisle-1,Books,2
ORDER0185,663.04,ITEM6875,Aisle-2,Toys,5
ORDER0185,663.04,ITEM12374,Aisle-6,Toys,17
ORDER0185,663.04,ITEM12022,Aisle-6,Books,17
ORDER0185,663.04,ITEM8216,Aisle-6,Books,17
ORDER0185,663.04,ITEM15817,Aisle-12,Apparel,35
ORDER0185,663.04,ITEM9438,Aisle-17,Tools,50
ORDER0185,663.04,ITEM15743,Aisle-18,Home,53
ORDER0185,663.04,ITEM9280,Aisle-20,Electronics,59
ORDER0186,672.73,ITEM19819,Aisle-5,Apparel,14
ORDER0186,672.73,ITEM12318,Aisle-15,Apparel,44
ORDER0187,673.27,ITEM18488,Aisle-2,Apparel,5
ORDER0187,673.27,ITEM11591,Aisle-4,Electronics,11
ORDER0187,673.27,ITEM2599,Aisle-9,Apparel,26
ORDER0187,673.27,ITEM15267,Aisle-9,Apparel,26
ORDER0187,673.27,ITEM0704,Aisle-13,Apparel,38
ORDER0187,673.27,ITEM16164,Aisle-14,Home,41
ORDER0187,673.27,ITEM14470,Aisle-15,Electronics,44
ORDER0187,673.27,ITEM2122,Aisle-15,Electronics,44
ORDER0187,673.27,ITEM12695,Aisle-17,Toys,50
ORDER0187,673.27,ITEM8862,Aisle-20,Books,59
ORDER0188,683.19,ITEM17868,Aisle-2,Home,5
ORDER0188,683.19,ITEM2853,Aisle-4,Electronics,11
ORDER0188,683.19,ITEM0055,Aisle-6,Books,17
ORDER0188,683.19,ITEM7496,Aisle-8,Home,23
ORDER0188,683.19,ITEM1724,Aisle-10,Toys,29
ORDER0188,683.19,ITEM8399,Aisle-13,Electronics,38
ORDER0188,683.19,ITEM0594,Aisle-17,Home,50
ORDER0188,683.19,ITEM1681,Aisle-18,Tools,53
ORDER0189,687.32,ITEM4110,Aisle-4,Home,11
ORDER0189,687.32,ITEM0675,Aisle-5,Apparel,14
ORDER0190,688.68,ITEM17417,Aisle-2,Home,5
ORDER0190,688.68,ITEM16782,Aisle-4,Toys,11
ORDER0190,688.68,ITEM8130,Aisle-8,Tools,23
ORDER0190,688.68,ITEM8594,Aisle-9,Groceries,26
ORDER0190,688.68,ITEM1569,Aisle-18,Toys,53
ORDER0190,688.68,ITEM17166,Aisle-19,Electronics,56
ORDER0191,690.48,ITEM3837,Aisle-1,Electronics,2
ORDER0191,690.48,ITEM6730,Aisle-8,Apparel,23
ORDER0191,690.48,ITEM12439,Aisle-9,Electronics,26
ORDER0191,690.48,ITEM3993,Aisle-14,Groceries,41
ORDER0191,690.48,ITEM11847,Aisle-15,Groceries,44
ORDER0191,690.48,ITEM14487,Aisle-17,Electronics,50
ORDER0191,690.48,ITEM13634,Aisle-18,Groceries,53
ORDER0192,692.31,ITEM11128,Aisle-5,Groceries,14
ORDER0192,692.31,ITEM19389,Aisle-6,Tools,17
ORDER0192,692.31,ITEM16498,Aisle-12,Apparel,35
ORDER0192,692.31,ITEM3664,Aisle-13,Apparel,38
ORDER0192,692.31,ITEM10051,Aisle-14,Tools,41
ORDER0192,692.31,ITEM5785,Aisle-15,Books,44
ORDER0193,695.37,ITEM11089,Aisle-5,Toys,14
ORDER0193,695.37,ITEM9333,Aisle-5,Electronics,14
ORDER0193,695.37,ITEM0849,Aisle-12,Apparel,35
ORDER0193,695.37,ITEM15271,Aisle-14,Tools,41
ORDER0194,701.09,ITEM1873,Aisle-3,Electronics,8
ORDER0194,701.09,ITEM14049,Aisle-10,Books,29
ORDER0194,701.09,ITEM9649,Aisle-11,Books,32
ORDER0194,701.09,ITEM1668,Aisle-12,Books,35
ORDER0194,701.09,ITEM6131,Aisle-14,Toys,41
ORDER0195,703.55,ITEM11995,Aisle-4,Tools,11
ORDER0195,703.55,ITEM10654,Aisle-6,Home,17
ORDER0195,703.55,ITEM2661,Aisle-12,Groceries,35
ORDER0195,703.55,ITEM15557,Aisle-13,Toys,38
ORDER0195,703.55,ITEM12249,Aisle-16,Groceries,47
ORDER0196,704.85,ITEM6678,Aisle-6,Toys,17
ORDER0196,704.85,ITEM12461,Aisle-8,Tools,23
ORDER0196,704.85,ITEM3332,Aisle-17,Toys,50
ORDER0196,704.85,ITEM13283,Aisle-17,Books,50
ORDER0196,704.85,ITEM9457,Aisle-17,Electronics,50
ORDER0197,708.8,ITEM1160,Aisle-8,Electronics,23
ORDER0197,708.8,ITEM11653,Aisle-14,Tools,41
ORDER0197,708.8,ITEM14538,Aisle-16,Toys,47
ORDER0197,708.8,ITEM1877,Aisle-20,Books,59
ORDER0198,709.27,ITEM6062,Aisle-1,Apparel,2
ORDER0198,709.27,ITEM11146,Aisle-6,Tools,17
ORDER0198,709.27,ITEM3796,Aisle-9,Apparel,26
ORDER0198,709.27,ITEM18331,Aisle-12,Books,35
ORDER0199,713.54,ITEM1438,Aisle-6,Groceries,17
ORDER0199,713.54,ITEM9954,Aisle-20,Groceries,59
ORDER0200,724.19,ITEM13671,Aisle-1,Toys,2
ORDER0200,724.19,ITEM3184,Aisle-3,Books,8
ORDER0200,724.19,ITEM1133,Aisle-11,Home,32
ORDER0200,724.19,ITEM12741,Aisle-12,Home,35
ORDER0200,724.19,ITEM11377,Aisle-17,Electronics,50
ORDER0201,731.16,ITEM4300,Aisle-19,Electronics,56
ORDER0202,736.39,ITEM6046,Aisle-2,Electronics,5
ORDER0202,736.39,ITEM3528,Aisle-4,Toys,11
ORDER0202,736.39,ITEM2650,Aisle-5,Electronics,14
ORDER0202,736.39,ITEM17492,Aisle-12,Apparel,35
ORDER0202,736.39,ITEM8350,Aisle-12,Groceries,35
ORDER0202,736.39,ITEM1363,Aisle-13,Electronics,38
ORDER0203,739.54,ITEM9387,Aisle-6,Groceries,17
ORDER0203,739.54,ITEM1779,Aisle-8,Tools,23
ORDER0203,739.54,ITEM18236,Aisle-10,Home,29
ORDER0203,739.54,ITEM1367,Aisle-10,Groceries,29
ORDER0203,739.54,ITEM16469,Aisle-12,Groceries,35
ORDER0203,739.54,ITEM6045,Aisle-13,Books,38
ORDER0203,739.54,ITEM10600,Aisle-19,Apparel,56
ORDER0203,739.54,ITEM17321,Aisle-20,Electronics,59
ORDER0204,740.71,ITEM2568,Aisle-1,Books,2
ORDER0204,740.71,ITEM18293,Aisle-11,Apparel,32
ORDER0204,740.71,ITEM5811,Aisle-19,Books,56
ORDER0205,743.68,ITEM11077,Aisle-11,Books,32
ORDER0205,743.68,ITEM9741,Aisle-12,Apparel,35
ORDER0205,743.68,ITEM2542,Aisle-18,Groceries,53
ORDER0205,743.68,ITEM1861,Aisle-20,Toys,59
ORDER0206,745.55,ITEM5361,Aisle-4,Apparel,11
ORDER0206,745.55,ITEM5598,Aisle-6,Groceries,17
ORDER0206,745.55,ITEM7521,Aisle-14,Tools,41
ORDER0206,745.55,ITEM13660,Aisle-14,Books,41
ORDER0206,745.55,ITEM11136,Aisle-19,Groceries,56
ORDER0206,745.55,ITEM3610,Aisle-19,Groceries,56
ORDER0207,747.75,ITEM17182,Aisle-10,Toys,29
ORDER0207,747.75,ITEM10838,Aisle-12,Tools,35
ORDER0207,747.75,ITEM17698,Aisle-14,Groceries,41
ORDER0207,747.75,ITEM5466,Aisle-15,Electronics,44
ORDER0208,757.86,ITEM1382,Aisle-7,Books,20
ORDER0208,757.86,ITEM8081,Aisle-14,Tools,41
ORDER0208,757.86,ITEM13736,Aisle-14,Electronics,41
ORDER0209,763.02,ITEM4809,Aisle-1,Groceries,2
ORDER0209,763.02,ITEM17689,Aisle-8,Toys,23
ORDER0209,763.02,ITEM1373,Aisle-14,Groceries,41
ORDER0209,763.02,ITEM19846,Aisle-14,Home,41
ORDER0209,763.02,ITEM2820,Aisle-19,Books,56
ORDER0209,763.02,ITEM18984,Aisle-19,Books,56
ORDER0210,773.62,ITEM17296,Aisle-8,Home,23
ORDER0210,773.62,ITEM15038,Aisle-11,Tools,32
ORDER0211,777.37,ITEM14236,Aisle-5,Tools,14
ORDER0211,777.37,ITEM12447,Aisle-9,Tools,26
ORDER0211,777.37,ITEM7239,Aisle-12,Books,35
ORDER0211,777.37,ITEM17821,Aisle-12,Groceries,35
ORDER0211,777.37,ITEM16134,Aisle-19,Tools,56
ORDER0212,778.35,ITEM16317,Aisle-5,Toys,14
ORDER0212,778.35,ITEM13610,Aisle-9,Toys,26
ORDER0213,781.94,ITEM1395,Aisle-1,Electronics,2
ORDER0213,781.94,ITEM12684,Aisle-15,Apparel,44
ORDER0213,781.94,ITEM7439,Aisle-20,Home,59
ORDER0214,784.31,ITEM17796,Aisle-3,Toys,8
ORDER0214,784.31,ITEM7263,Aisle-15,Tools,44
ORDER0214,784.31,ITEM2038,Aisle-18,Home,53
ORDER0214,784.31,ITEM6360,Aisle-19,Toys,56
ORDER0215,784.7,ITEM5943,Aisle-1,Books,2
ORDER0215,784.7,ITEM14759,Aisle-10,Books,29
ORDER0215,784.7,ITEM16293,Aisle-14,Books,41
ORDER0215,784.7,ITEM12281,Aisle-15,Home,44
ORDER0215,784.7,ITEM14060,Aisle-16,Apparel,47
ORDER0215,784.7,ITEM15101,Aisle-19,Home,56
ORDER0215,784.7,ITEM8342,Aisle-19,Electronics,56
ORDER0216,793.37,ITEM2771,Aisle-2,Home,5
ORDER0216,793.37,ITEM5264,Aisle-12,Groceries,35
ORDER0216,793.37,ITEM17624,Aisle-13,Groceries,38
ORDER0216,793.37,ITEM5322,Aisle-19,Apparel,56
ORDER0217,795.52,ITEM16017,Aisle-2,Books,5
ORDER0217,795.52,ITEM5800,Aisle-3,Groceries,8
ORDER0217,795.52,ITEM15304,Aisle-13,Books,38
ORDER0217,795.52,ITEM8778,Aisle-18,Groceries,53
ORDER0218,798.22,ITEM18137,Aisle-1,Home,2
ORDER0218,798.22,ITEM7183,Aisle-9,Groceries,26
ORDER0218,798.22,ITEM13343,Aisle-16,Tools,47
ORDER0218,798.22,ITEM12459,Aisle-17,Groceries,50
ORDER0218,798.22,ITEM18625,Aisle-20,Books,59
ORDER0219,803.03,ITEM8322,Aisle-1,Home,2
ORDER0219,803.03,ITEM8952,Aisle-1,Electronics,2
ORDER0219,803.03,ITEM17301,Aisle-5,Home,14
ORDER0219,803.03,ITEM3005,Aisle-9,Electronics,26
ORDER0219,803.03,ITEM14049,Aisle-10,Books,29
ORDER0219,803.03,ITEM4043,Aisle-19,Electronics,56
ORDER0220,805.25,ITEM11190,Aisle-4,Books,11
ORDER0220,805.25,ITEM16841,Aisle-12,Groceries,35
ORDER0220,805.25,ITEM10673,Aisle-14,Home,41
ORDER0221,805.33,ITEM14365,Aisle-6,Electronics,17
ORDER0221,805.33,ITEM18888,Aisle-16,Tools,47
ORDER0221,805.33,ITEM6210,Aisle-16,Home,47
ORDER0221,805.33,ITEM19006,Aisle-19,Electronics,56
ORDER0221,805.33,ITEM17091,Aisle-20,Books,59
ORDER0222,812.61,ITEM9915,Aisle-7,Books,20
ORDER0222,812.61,ITEM1196,Aisle-8,Groceries,23
ORDER0222,812.61,ITEM15335,Aisle-17,Tools,50
ORDER0222,812.61,ITEM3526,Aisle-20,Home,59
ORDER0223,812.61,ITEM3687,Aisle-3,Apparel,8
ORDER0223,812.61,ITEM10938,Aisle-8,Toys,23
ORDER0223,812.61,ITEM10852,Aisle-9,Apparel,26
ORDER0223,812.61,ITEM12809,Aisle-9,Home,26
ORDER0223,812.61,ITEM9607,Aisle-11,Home,32
ORDER0223,812.61,ITEM11769,Aisle-13,Home,38
ORDER0223,812.61,ITEM19584,Aisle-16,Apparel,47
ORDER0223,812.61,ITEM6915,Aisle-18,Apparel,53
ORDER0223,812.61,ITEM7153,Aisle-18,Groceries,53
ORDER0224,818.45,ITEM0793,Aisle-2,Tools,5
ORDER0224,818.45,ITEM10159,Aisle-3,Electronics,8
ORDER0224,818.45,ITEM8885,Aisle-15,Groceries,44
ORDER0224,818.45,ITEM7831,Aisle-18,Tools,53
ORDER0225,821.48,ITEM9362,Aisle-1,Toys,2
ORDER0225,821.48,ITEM12713,Aisle-2,Electronics,5
ORDER0225,821.48,ITEM9784,Aisle-8,Books,23
ORDER0225,821.48,ITEM2729,Aisle-18,Electronics,53
ORDER0225,821.48,ITEM9541,Aisle-20,Groceries,59
ORDER0225,821.48,ITEM12874,Aisle-20,Home,59
ORDER0226,822.93,ITEM6719,Aisle-2,Books,5
ORDER0226,822.93,ITEM18617,Aisle-5,Home,14
ORDER0226,822.93,ITEM19564,Aisle-5,Toys,14
ORDER0226,822.93,ITEM9176,Aisle-5,Apparel,14
ORDER0226,822.93,ITEM10820,Aisle-9,Home,26
ORDER0226,822.93,ITEM17561,Aisle-11,Home,32
ORDER0226,822.93,ITEM13939,Aisle-11,Toys,32
ORDER0226,822.93,ITEM13999,Aisle-16,Tools,47
ORDER0226,822.93,ITEM4656,Aisle-17,Books,50
ORDER0226,822.93,ITEM5454,Aisle-18,Tools,53
ORDER0228,828.64,ITEM4911,Aisle-1,Books,2
ORDER0228,828.64,ITEM15654,Aisle-12,Tools,35
ORDER0229,828.88,ITEM8263,Aisle-4,Groceries,11
ORDER0229,828.88,ITEM9907,Aisle-4,Tools,11
ORDER0229,828.88,ITEM5905,Aisle-9,Groceries,26
ORDER0230,828.94,ITEM3435,Aisle-5,Apparel,14
ORDER0230,828.94,ITEM5016,Aisle-6,Groceries,17
ORDER0230,828.94,ITEM13766,Aisle-8,Tools,23
ORDER0230,828.94,ITEM5850,Aisle-8,Books,23
ORDER0230,828.94,ITEM0922,Aisle-9,Toys,26
ORDER0230,828.94,ITEM1527,Aisle-14,Home,41
ORDER0231,830.2,ITEM9798,Aisle-6,Electronics,17
ORDER0231,830.2,ITEM2431,Aisle-11,Apparel,32
ORDER0231,830.2,ITEM0881,Aisle-18,Home,53
ORDER0231,830.2,ITEM4611,Aisle-19,Electronics,56
ORDER0231,830.2,ITEM13969,Aisle-20,Books,59
ORDER0232,843.43,ITEM6408,Aisle-2,Electronics,5
ORDER0232,843.43,ITEM13224,Aisle-4,Electronics,11
ORDER0232,843.43,ITEM14750,Aisle-12,Tools,35
ORDER0232,843.43,ITEM6151,Aisle-14,Electronics,41
ORDER0233,843.49,ITEM14912,Aisle-10,Home,29
ORDER0233,843.49,ITEM6066,Aisle-10,Tools,29
ORDER0233,843.49,ITEM8667,Aisle-13,Tools,38
ORDER0233,843.49,ITEM7005,Aisle-15,Toys,44
ORDER0234,856.73,ITEM0852,Aisle-1,Groceries,2
ORDER0234,856.73,ITEM17435,Aisle-12,Books,35
ORDER0234,856.73,ITEM10743,Aisle-14,Electronics,41
ORDER0234,856.73,ITEM10719,Aisle-16,Books,47
ORDER0234,856.73,ITEM5477,Aisle-18,Home,53
ORDER0234,856.73,ITEM19669,Aisle-20,Electronics,59
ORDER0235,860.03,ITEM12351,Aisle-1,Tools,2
ORDER0235,860.03,ITEM13381,Aisle-8,Books,23
ORDER0235,860.03,ITEM0127,Aisle-9,Home,26
ORDER0235,860.03,ITEM9977,Aisle-17,Tools,50
ORDER0236,864.23,ITEM10201,Aisle-1,Toys,2
ORDER0236,864.23,ITEM8717,Aisle-2,Apparel,5
ORDER0236,864.23,ITEM5442,Aisle-8,Groceries,23
ORDER0236,864.23,ITEM15394,Aisle-15,Apparel,44
ORDER0237,868.21,ITEM18620,Aisle-11,Apparel,32
ORDER0237,868.21,ITEM2651,Aisle-12,Tools,35
ORDER0237,868.21,ITEM1835,Aisle-14,Apparel,41
ORDER0237,868.21,ITEM2957,Aisle-14,Electronics,41
ORDER0238,869.56,ITEM17801,Aisle-1,Books,2
ORDER0238,869.56,ITEM3570,Aisle-2,Toys,5
ORDER0238,869.56,ITEM2284,Aisle-7,Apparel,20
ORDER0238,869.56,ITEM14210,Aisle-7,Books,20
ORDER0238,869.56,ITEM7701,Aisle-8,Apparel,23
ORDER0238,869.56,ITEM1789,Aisle-19,Home,56
ORDER0238,869.56,ITEM7457,Aisle-20,Toys,59
ORDER0239,869.91,ITEM15303,Aisle-2,Home,5
ORDER0239,869.91,ITEM7598,Aisle-7,Books,20
ORDER0239,869.91,ITEM5602,Aisle-7,Books,20
ORDER0239,869.91,ITEM14583,Aisle-11,Apparel,32
ORDER0239,869.91,ITEM4905,Aisle-11,Toys,32
ORDER0239,869.91,ITEM16841,Aisle-12,Groceries,35
ORDER0239,869.91,ITEM2254,Aisle-13,Books,38
ORDER0239,869.91,ITEM1957,Aisle-16,Toys,47
ORDER0239,869.91,ITEM19484,Aisle-19,Groceries,56
ORDER0240,872.54,ITEM8549,Aisle-5,Tools,14
ORDER0240,872.54,ITEM2600,Aisle-16,Toys,47
ORDER0240,872.54,ITEM3058,Aisle-16,Tools,47
ORDER0240,872.54,ITEM0114,Aisle-18,Electronics,53
ORDER0240,872.54,ITEM3782,Aisle-18,Home,53
ORDER0240,872.54,ITEM19092,Aisle-20,Home,59
ORDER0241,883.45,ITEM7780,Aisle-4,Apparel,11
ORDER0241,883.45,ITEM5590,Aisle-15,Home,44
ORDER0241,883.45,ITEM5087,Aisle-19,Apparel,56
ORDER0241,883.45,ITEM11481,Aisle-19,Toys,56
ORDER0242,884.39,ITEM11967,Aisle-4,Electronics,11
ORDER0242,884.39,ITEM19889,Aisle-13,Electronics,38
ORDER0242,884.39,ITEM2997,Aisle-15,Toys,44
ORDER0243,886.56,ITEM6723,Aisle-4,Electronics,11
ORDER0243,886.56,ITEM7264,Aisle-8,Tools,23
ORDER0243,886.56,ITEM3300,Aisle-20,Toys,59
ORDER0244,891.96,ITEM3787,Aisle-1,Apparel,2
ORDER0244,891.96,ITEM18986,Aisle-3,Tools,8
ORDER0244,891.96,ITEM3549,Aisle-4,Electronics,11
ORDER0244,891.96,ITEM4763,Aisle-19,Books,56
ORDER0245,892.2,ITEM10012,Aisle-1,Electronics,2
ORDER0245,892.2,ITEM15483,Aisle-7,Apparel,20
ORDER0245,892.2,ITEM12392,Aisle-13,Toys,38
ORDER0245,892.2,ITEM4345,Aisle-13,Home,38
ORDER0245,892.2,ITEM3404,Aisle-20,Toys,59
ORDER0246,894.17,ITEM16249,Aisle-3,Home,8
ORDER0246,894.17,ITEM15124,Aisle-5,Groceries,14
ORDER0246,894.17,ITEM8583,Aisle-7,Toys,20
ORDER0246,894.17,ITEM7020,Aisle-20,Home,59
ORDER0247,895.62,ITEM8187,Aisle-6,Apparel,17
ORDER0247,895.62,ITEM16552,Aisle-6,Books,17
ORDER0247,895.62,ITEM11855,Aisle-13,Electronics,38
ORDER0247,895.62,ITEM18149,Aisle-14,Apparel,41
ORDER0247,895.62,ITEM0764,Aisle-16,Toys,47
ORDER0248,896.81,ITEM19926,Aisle-1,Books,2
ORDER0248,896.81,ITEM9909,Aisle-12,Apparel,35
ORDER0248,896.81,ITEM14371,Aisle-18,Books,53
ORDER0248,896.81,ITEM17463,Aisle-20,Electronics,59
ORDER0249,899.11,ITEM2125,Aisle-2,Toys,5
ORDER0249,899.11,ITEM14520,Aisle-7,Books,20
ORDER0249,899.11,ITEM12736,Aisle-7,Groceries,20
ORDER0249,899.11,ITEM13364,Aisle-13,Apparel,38
ORDER0249,899.11,ITEM12041,Aisle-14,Electronics,41
ORDER0250,899.97,ITEM3817,Aisle-6,Toys,17
ORDER0250,899.97,ITEM8595,Aisle-12,Apparel,35
ORDER0250,899.97,ITEM14934,Aisle-18,Groceries,53
ORDER0251,905.64,ITEM17507,Aisle-13,Home,38
ORDER0251,905.64,ITEM10730,Aisle-16,Electronics,47
ORDER0251,905.64,ITEM12867,Aisle-17,Apparel,50
ORDER0251,905.64,ITEM18507,Aisle-17,Toys,50
ORDER0251,905.64,ITEM9954,Aisle-20,Groceries,59
ORDER0252,908.78,ITEM5285,Aisle-4,Home,11
ORDER0252,908.78,ITEM8702,Aisle-4,Groceries,11
ORDER0252,908.78,ITEM19232,Aisle-11,Toys,32
ORDER0252,908.78,ITEM2247,Aisle-12,Tools,35
ORDER0252,908.78,ITEM15965,Aisle-15,Tools,44
ORDER0252,908.78,ITEM5720,Aisle-19,Home,56
ORDER0253,910.98,ITEM1874,Aisle-2,Tools,5
ORDER0253,910.98,ITEM8285,Aisle-5,Apparel,14
ORDER0253,910.98,ITEM1553,Aisle-6,Tools,17
ORDER0253,910.98,ITEM9820,Aisle-7,Groceries,20
ORDER0253,910.98,ITEM3762,Aisle-12,Books,35
ORDER0253,910.98,ITEM4407,Aisle-16,Electronics,47
ORDER0253,910.98,ITEM0155,Aisle-19,Apparel,56
ORDER0253,910.98,ITEM13441,Aisle-19,Tools,56
ORDER0253,910.98,ITEM15188,Aisle-19,Home,56
ORDER0254,930.15,ITEM16340,Aisle-3,Groceries,8
ORDER0254,930.15,ITEM10239,Aisle-20,Home,59
ORDER0255,930.99,ITEM8757,Aisle-1,Books,2
ORDER0255,930.99,ITEM9698,Aisle-4,Apparel,11
ORDER0255,930.99,ITEM2069,Aisle-10,Electronics,29
ORDER0255,930.99,ITEM16584,Aisle-11,Electronics,32
ORDER0255,930.99,ITEM13206,Aisle-12,Books,35
ORDER0255,930.99,ITEM4500,Aisle-17,Apparel,50
ORDER0256,933.77,ITEM9675,Aisle-1,Groceries,2
ORDER0256,933.77,ITEM17318,Aisle-2,Toys,5
ORDER0256,933.77,ITEM16694,Aisle-11,Books,32
ORDER0256,933.77,ITEM11082,Aisle-14,Apparel,41
ORDER0256,933.77,ITEM10129,Aisle-15,Home,44
ORDER0256,933.77,ITEM13416,Aisle-16,Electronics,47
ORDER0256,933.77,ITEM14701,Aisle-16,Tools,47
ORDER0257,938.07,ITEM1465,Aisle-13,Home,38
ORDER0257,938.07,ITEM16696,Aisle-18,Books,53
ORDER0258,938.77,ITEM6750,Aisle-9,Groceries,26
ORDER0258,938.77,ITEM8766,Aisle-13,Apparel,38
ORDER0258,938.77,ITEM7840,Aisle-16,Electronics,47
ORDER0258,938.77,ITEM17527,Aisle-17,Home,50
ORDER0258,938.77,ITEM16091,Aisle-19,Books,56
ORDER0259,943.03,ITEM11358,Aisle-4,Tools,11
ORDER0259,943.03,ITEM9381,Aisle-11,Home,32
ORDER0260,945.58,ITEM3956,Aisle-2,Toys,5
ORDER0260,945.58,ITEM17217,Aisle-4,Books,11
ORDER0260,945.58,ITEM4084,Aisle-7,Apparel,20
ORDER0260,945.58,ITEM14796,Aisle-9,Home,26
ORDER0260,945.58,ITEM16998,Aisle-14,Tools,41
ORDER0261,948.78,ITEM10342,Aisle-3,Groceries,8
ORDER0261,948.78,ITEM6763,Aisle-4,Apparel,11
ORDER0261,948.78,ITEM13769,Aisle-13,Books,38
ORDER0261,948.78,ITEM14650,Aisle-14,Books,41
ORDER0261,948.78,ITEM3809,Aisle-15,Groceries,44
ORDER0261,948.78,ITEM17373,Aisle-16,Groceries,47
ORDER0261,948.78,ITEM18767,Aisle-17,Groceries,50
ORDER0261,948.78,ITEM12927,Aisle-17,Tools,50
ORDER0261,948.78,ITEM0099,Aisle-19,Electronics,56
ORDER0262,950.0,ITEM17138,Aisle-1,Books,2
ORDER0262,950.0,ITEM7628,Aisle-3,Home,8
ORDER0262,950.0,ITEM4561,Aisle-9,Home,26
ORDER0262,950.0,ITEM17314,Aisle-13,Toys,38
ORDER0263,952.6,ITEM9333,Aisle-5,Electronics,14
ORDER0263,952.6,ITEM14758,Aisle-7,Groceries,20
ORDER0263,952.6,ITEM17008,Aisle-10,Apparel,29
ORDER0263,952.6,ITEM0789,Aisle-16,Toys,47
ORDER0263,952.6,ITEM1568,Aisle-19,Tools,56
ORDER0264,957.85,ITEM16756,Aisle-1,Electronics,2
ORDER0264,957.85,ITEM5555,Aisle-5,Toys,14
ORDER0264,957.85,ITEM9259,Aisle-6,Apparel,17
ORDER0264,957.85,ITEM12482,Aisle-6,Tools,17
ORDER0264,957.85,ITEM6571,Aisle-8,Toys,23
ORDER0264,957.85,ITEM19658,Aisle-9,Apparel,26
ORDER0264,957.85,ITEM0953,Aisle-20,Tools,59
ORDER0265,960.52,ITEM6389,Aisle-1,Groceries,2
ORDER0265,960.52,ITEM0179,Aisle-2,Electronics,5
ORDER0265,960.52,ITEM19472,Aisle-7,Groceries,20
ORDER0265,960.52,ITEM15995,Aisle-13,Toys,38
ORDER0265,960.52,ITEM9087,Aisle-17,Books,50
ORDER0265,960.52,ITEM13505,Aisle-17,Apparel,50
ORDER0265,960.52,ITEM11836,Aisle-18,Tools,53
ORDER0266,963.44,ITEM7450,Aisle-1,Books,2
ORDER0266,963.44,ITEM12647,Aisle-5,Tools,14
ORDER0266,963.44,ITEM7936,Aisle-6,Groceries,17
ORDER0267,965.46,ITEM16843,Aisle-4,Tools,11
ORDER0267,965.46,ITEM4552,Aisle-8,Groceries,23
ORDER0267,965.46,ITEM8947,Aisle-9,Home,26
ORDER0267,965.46,ITEM2765,Aisle-10,Books,29
ORDER0267,965.46,ITEM1771,Aisle-12,Apparel,35
ORDER0267,965.46,ITEM14484,Aisle-13,Home,38
ORDER0267,965.46,ITEM9694,Aisle-13,Groceries,38
ORDER0267,965.46,ITEM9780,Aisle-18,Electronics,53
ORDER0267,965.46,ITEM14822,Aisle-20,Toys,59
ORDER0268,974.07,ITEM16109,Aisle-1,Home,2
ORDER0268,974.07,ITEM10758,Aisle-2,Groceries,5
ORDER0268,974.07,ITEM1362,Aisle-5,Home,14
ORDER0268,974.07,ITEM2236,Aisle-7,Electronics,20
ORDER0268,974.07,ITEM12694,Aisle-10,Books,29
ORDER0268,974.07,ITEM11648,Aisle-11,Apparel,32
ORDER0268,974.07,ITEM7699,Aisle-16,Groceries,47
ORDER0268,974.07,ITEM4678,Aisle-17,Apparel,50
ORDER0269,978.31,ITEM19764,Aisle-3,Books,8
ORDER0269,978.31,ITEM5696,Aisle-7,Groceries,20
ORDER0269,978.31,ITEM12009,Aisle-7,Tools,20
ORDER0269,978.31,ITEM4953,Aisle-9,Groceries,26
ORDER0269,978.31,ITEM12010,Aisle-20,Toys,59
ORDER0270,979.13,ITEM14779,Aisle-12,Toys,35
ORDER0270,979.13,ITEM17501,Aisle-13,Toys,38
ORDER0270,979.13,ITEM14389,Aisle-14,Electronics,41
ORDER0271,982.9,ITEM17208,Aisle-7,Home,20
ORDER0271,982.9,ITEM6580,Aisle-9,Toys,26
ORDER0271,982.9,ITEM16280,Aisle-19,Toys,56
ORDER0272,982.93,ITEM17802,Aisle-3,Books,8
ORDER0272,982.93,ITEM6015,Aisle-5,Apparel,14
ORDER0272,982.93,ITEM6992,Aisle-7,Apparel,20
ORDER0272,982.93,ITEM19662,Aisle-9,Electronics,26
ORDER0272,982.93,ITEM11486,Aisle-12,Groceries,35
ORDER0272,982.93,ITEM16312,Aisle-14,Electronics,41
ORDER0272,982.93,ITEM11720,Aisle-14,Electronics,41
ORDER0272,982.93,ITEM2602,Aisle-16,Apparel,47
ORDER0272,982.93,ITEM9882,Aisle-16,Electronics,47
ORDER0272,982.93,ITEM15056,Aisle-17,Toys,50
ORDER0273,989.36,ITEM15324,Aisle-1,Electronics,2
ORDER0273,989.36,ITEM3556,Aisle-12,Books,35
ORDER0273,989.36,ITEM2204,Aisle-13,Books,38
ORDER0273,989.36,ITEM0993,Aisle-13,Books,38
ORDER0273,989.36,ITEM13753,Aisle-14,Apparel,41
ORDER0273,989.36,ITEM19484,Aisle-19,Groceries,56
ORDER0274,989.67,ITEM19033,Aisle-1,Toys,2
ORDER0274,989.67,ITEM16215,Aisle-17,Groceries,50
ORDER0274,989.67,ITEM6715,Aisle-19,Tools,56
ORDER0275,991.52,ITEM1780,Aisle-2,Toys,5
ORDER0275,991.52,ITEM13224,Aisle-4,Electronics,11
